Observatoire des territoires - ANCT; ; ; ; ; ; ; ; ; 
Référentiel géographique : Communes (2024); ; ; ; ; ; ; ; ; 
Code;Libellé;Nombre d'Arrêtés de Catastrophes Naturelles publiés au J.O.;Evolution Surface agricole utilisée (SAU) (2010-2020) 2020;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Superficie 2021;Consommation d'espaces naturels, agricoles et forestiers (ENAF) entre le 1er janvier 2009 et le 1er janvier 2023
45074;La Chapelle-Onzerain;3;33.7;0;0;0;100;7.1;0.6
45075;La Chapelle-Saint-Mesmin;18;-19.9;56.1;0;9.5;29.2;9;48.3
45076;La Chapelle-Saint-Sépulcre;7;200;0;0;61.6;38.4;6.2;1.3
45077;La Chapelle-sur-Aveyron;5;-30.3;2.3;0;0.9;96.8;19;6.1
45078;Chapelon;5;-11;0;0;0.2;99.8;6.5;1.3
45079;Le Charme;4;17.3;0;0;16.2;83.8;13.8;2.8
45080;Charmont-en-Beauce;2;13.4;0;0;3.8;96.2;18;1
45081;Charsonville;2;3.7;1.2;0;0.1;98.7;24.6;1.4
45082;Châteauneuf-sur-Loire;4;19.2;13.5;0;52.3;31.4;40;122.3
45083;Château-Renard;13;52.5;6;0;14.5;79.6;40.3;15.2
45084;Châtenoy;7;-22.8;0;0;56.9;42.4;25.8;32.1
45085;Châtillon-Coligny;12;16.1;4.9;0;13.6;81.5;25.5;11.2
45086;Châtillon-le-Roi;3;11.9;6.7;0;0;93.3;4.5;0.9
45087;Châtillon-sur-Loire;6;6.9;5.1;0;16.3;76.4;40.7;23.4
45088;Chaussy;6;5.2;0;0;0;100;12.9;0.6
45089;Chécy;13;145.9;38.9;0;13;44.3;15.5;28.7
45091;Chevannes;4;7;0;0;17.4;82.6;12;1.8
45092;Chevillon-sur-Huillard;13;42.4;3.9;0;25.2;69.5;19.3;24.7
45093;Chevilly;10;-3.4;5.9;0;33.4;60.7;41.8;14.7
45094;Chevry-sous-le-Bignon;11;-10.3;0;0;9.6;90.4;7.4;0.5
45095;Chilleurs-aux-Bois;5;20.6;3;0;49.6;47.4;52.2;68.6
45096;Les Choux;3;-29.7;1.6;0;68.8;29.6;33.4;5.2
45097;Chuelles;8;4.6;3.7;0;5.7;90.6;30.8;3.5
45098;Cléry-Saint-André;8;17;12.5;0;21.9;65.6;18.1;23.1
45099;Coinces;5;11.3;8.8;0;0;90.1;21.6;1.2
45100;Combleux;9;N/A - résultat non disponible;49.5;0;0;25;1.1;6.7
45101;Combreux;4;33.9;1.1;0;66.6;28;12.7;18.3
45102;Conflans-sur-Loing;7;N/A - résultat non disponible;5;0;25.9;69.2;9.1;3
45103;Corbeilles;6;-14.4;6.3;0;4;88.6;32.6;4.5
45104;Corquilleroy;6;0.5;19.1;0;4.9;76.1;14;31.3
45105;Cortrat;3;30.9;0;0;10.3;89.7;11;1.2
45107;Coudroy;6;-9.3;0;0;5;93.8;14.7;3.7
45108;Coullons;6;-11.9;2.3;0;21.9;75.4;79;23.5
45109;Coulmiers;9;-3.1;3;0;4;93.1;14.3;4.6
45110;Courcelles-le-Roi;3;-19.3;6.3;0;0.7;93;6.3;34.9
45111;Courcy-aux-Loges;5;-0.4;1.7;0;77.4;21;20.9;28.4
45112;La Cour-Marigny;6;-1.2;0.4;0;9.5;90.1;13.4;7.4
45113;Courtemaux;9;-21.3;1;0;1.7;97.2;12.2;2.1
45114;Courtempierre;3;-3.7;0;0;4.9;95.1;13.3;0.6
45115;Courtenay;15;13.2;8.1;0;16.4;75;50.1;14
45116;Cravant;5;4.6;1.4;0;0;98.6;33.9;4.3
45118;Crottes-en-Pithiverais;3;-19.1;3.1;0;0;96.9;13.7;4.8
45119;Dadonville;4;3.6;7.5;0;4.8;87.7;18.2;20.6
45120;Dammarie-en-Puisaye;6;-10.7;0;0;26.6;73.3;25.9;2.5
45121;Dammarie-sur-Loing;6;248;1.6;0;13.7;84.7;20.9;2.6
45122;Dampierre-en-Burly;6;41.6;3.8;0;61.4;30.7;47.4;25.3
45123;Darvoy;3;-23.5;19.6;0;0;80.4;8.6;7.2
45124;Desmonts;5;8.1;5.6;0;0;94.5;4.8;0.8
45125;Dimancheville;4;17.6;5.1;0;10;84.9;2.4;0.1
45126;Donnery;12;-34.5;12;0;27;61;21.8;26.2
45127;Dordives;9;342.1;20.9;0;30.2;34;15.2;15.6
45129;Douchy-Montcorbon;8;-15.8;1.5;0;11.2;87.3;50.1;7.4
45130;Dry;5;-22.4;6;0;30.4;60.6;22.6;13.8
45131;Échilleuses;2;8;2.4;0;0.4;97.2;12.4;0.8
45132;Égry;5;25.1;3.7;0;0;96.3;7.4;0.8
45133;Engenville;3;1.8;1.6;0;0;98.4;18.1;1.5
45134;Épieds-en-Beauce;4;0;2.2;0;0.1;97.7;40.2;11.9
45135;Erceville;2;-37.6;2.2;0;0.8;97;12.7;1.4
45136;Ervauville;7;-19.3;8.8;0;29.8;61.4;12.5;3.6
45137;Escrennes;3;-1.6;8.7;0;3.6;87.7;11.6;58.6
45138;Escrignelles;6;-59.4;0;0;39.1;59.1;14;0.4
45139;Estouy;4;5.3;1.3;0;12.8;85.9;18.1;6.3
45141;Faverelles;7;-16.6;0;0;29.8;70.2;18.9;0.3
45142;Fay-aux-Loges;9;4;9.7;0;35.6;54.7;26.5;105.2
45143;Feins-en-Gâtinais;3;101.5;0;0;53.7;46.3;11.9;0.6
45144;Férolles;5;31;4.5;0;0.3;95.1;17;6
45145;Ferrières-en-Gâtinais;7;-20.3;8.8;0;18.4;72.8;27.3;57
45146;La Ferté-Saint-Aubin;14;-14.7;9.3;0;67.1;23.5;86.1;55.2
45147;Fleury-les-Aubrais;12;-66.7;83.6;0;16.4;0;10.1;32.8
45148;Fontenay-sur-Loing;6;N/A - résultat non disponible;33.1;0;20;23.2;9.7;25.5
45149;Foucherolles;8;-37.4;5.5;0;58.7;31.7;9.8;0.2
45150;Fréville-du-Gâtinais;7;0.8;0;0;0;100;9.8;1.6
45151;Gaubertin;5;-13.6;0;0;6.9;93.1;7.3;0.7
45152;Gémigny;4;-6.3;0;0;12.3;87.7;14.2;1
45153;Germigny-des-Prés;4;1.4;3.6;0;8.9;81.4;9.8;5.6
45154;Gidy;14;-4.6;9.3;0;7.5;83.2;23.9;92
45155;Gien;11;0;14.5;0;38;46.1;67.9;155.6
45156;Girolles;8;20.5;0;0;5.6;93.1;13.9;2.7
45157;Givraines;2;-16.6;4.6;0;0.2;95.3;11.3;0.9
45158;Gondreville;3;13;13.3;0;4.9;81.8;8.1;5.1
45159;Grangermont;3;34.5;7.2;0;0;92.8;3.9;0.2
45160;Greneville-en-Beauce;4;-4.1;2.8;0;3.3;93.9;22.5;3.3
45161;Griselles;7;36.9;1.2;0;43.8;54.9;30.3;11.1
45162;Guigneville;4;-2.7;0.9;0;3.9;95.2;32;4.4
45164;Guilly;4;70.6;1.3;0;20.3;69.8;17;7.3
45165;Gy-les-Nonains;4;-28.7;1.4;0;14.7;83.8;20.1;4.8
45166;Huêtre;4;11.6;0;0;0;100;13.2;2.2
45167;Huisseau-sur-Mauves;10;1;2.3;0;24.3;73.4;37.2;15
45168;Ingrannes;10;-3.5;1.1;0;81.7;17.2;39;25.8
45169;Ingré;11;12.1;31.8;0;7.6;60.5;20.8;104.7
45170;Intville-la-Guétard;2;-0.6;0;0;0;100;4.9;0.6
45171;Isdes;5;-14.1;1.2;0;51.4;46.1;43.9;3.8
45173;Jargeau;7;-8.7;21.8;0;3.4;63.6;14.7;14.7
45174;Jouy-en-Pithiverais;3;-10.4;0;0;0;100;15.9;1
45175;Jouy-le-Potier;10;-41.5;2;0;64.8;32.7;50.4;25.5
45176;Juranville;6;-12.9;2.9;0;1.8;95.3;15.2;1.3
45177;Laas;4;81.2;4;0;0;96;6.6;1.9
45178;Ladon;13;14.4;6.2;0;18.5;75.3;13.8;3
45179;Lailly-en-Val;7;6.8;4.5;0;51.1;43.8;45.6;16.8
45180;Langesse;3;-11.2;0;0;75.2;24.8;9;1.3
45181;Léouville;2;0.6;0;0;0;100;4.3;0.1
45182;Ligny-le-Ribault;10;-12.7;1.5;0;77.2;21.3;59.2;9.9
45183;Lion-en-Beauce;3;0.9;0;0;0;100;7;0.1
45184;Lion-en-Sullias;3;53.8;1.2;0;20.2;75.6;24.5;5.8
45185;Lombreuil;8;-12.8;0;0;34.5;65.5;7.6;4.1
45186;Lorcy;5;48.1;2.1;0;0;97.9;16.8;2.2
45187;Lorris;9;1;8.1;0;54.9;36.7;44.9;21
45188;Loury;6;-33.9;6.1;0;47.3;46.6;34.4;73.8
45189;Louzouer;7;4.1;0;0;29.8;70.2;11.2;3.3
45191;Le Malesherbois;3;0.5;5.6;0;7.4;87;85;21.9
45193;Marcilly-en-Villette;5;-24;3;0;45.9;50.3;62.7;18
45194;Mardié;8;-73.7;9.1;0;33.1;56.3;17.3;30.1
45195;Mareau-aux-Bois;5;23;8;0;18.7;73.3;11.6;13.6
45196;Mareau-aux-Prés;5;-50.7;6.6;0;9.9;73.3;13.3;14
45197;Marigny-les-Usages;13;-10.5;10.6;0;23.2;66.2;9.7;24.3
45198;Marsainvilliers;3;14.3;1.5;0;0;98.5;10.8;0
45199;Melleroy;6;-8.8;1.2;0;12.2;86.5;24.2;6.8
45200;Ménestreau-en-Villette;9;-67.2;1.7;0;78.5;17.8;53.6;26.7
45201;Mérinville;5;-21.1;4;0;38.8;55;11.8;0
45202;Messas;8;40.5;11.8;0;0;88.2;5.2;10.1
45203;Meung-sur-Loire;10;48.1;24.1;0;7.3;64.2;20.4;112.1
45204;Mézières-lez-Cléry;4;-57;1.2;0;60.6;38.3;27;22.2
45205;Mézières-en-Gâtinais;8;-31.7;0;0;2.2;97.8;9.9;2.7
45206;Mignères;3;-8.3;7.2;0;11.7;81.1;5.1;1.5
45207;Mignerette;4;29;7.7;0;4;88.3;6.2;0.4
45208;Montargis;9;N/A - résultat non disponible;96.3;0;2;1.7;4.5;1
45209;Montbarrois;6;2.1;0.4;0;0.1;99.5;6;1.8
45210;Montbouy;3;33.2;1.1;0;21;77.9;26.7;3.3
45212;Montcresson;7;-17.5;5.9;1.3;16.3;76.4;21;7.7
45213;Montereau;11;-17.6;0.1;0;57.2;42;50.1;18.7
45214;Montigny;4;0.5;8.3;0;0;91.7;5.4;1.3
45215;Montliard;8;26;0.1;0;8.5;91.4;9;11.7
45216;Mormant-sur-Vernisson;4;-33.3;0.1;0;7.7;92.3;10.9;2.7
45217;Morville-en-Beauce;2;6.1;0;0;0;100;11;1.3
45218;Le Moulinet-sur-Solin;6;12;0;0;73;27;19.4;4.5
45219;Moulon;6;-1;2.9;0;0.7;96.3;9.4;1.1
45220;Nancray-sur-Rimarde;10;2.4;2.9;0;3.3;93.8;11.6;24.8
45222;Nargis;6;0.8;3.6;0;16.4;78.3;22.3;25.4
45223;Nesploy;8;-43.2;2.4;0;33.4;64.2;12.9;3.8
45224;Neuville-aux-Bois;8;-15.1;9.5;0;20.5;70;31.7;80
45225;La Neuville-sur-Essonne;3;-17.2;3.7;0;13.1;83.2;9.2;0.4
45226;Neuvy-en-Sullias;4;-73;5.7;0;46.3;47.1;25.3;14.4
45227;Nevoy;5;-15;4.1;0;57.6;35.8;30.8;13.5
45228;Nibelle;9;20.5;4.3;0;52.6;43.1;27.2;58.9
45229;Nogent-sur-Vernisson;9;-41.6;9.3;0;46.7;43.9;33.3;4.8
45230;Noyers;12;-15.7;3.9;0;10.4;85.6;18.1;6.7
45231;Oison;5;10.3;0;0;0;100;12.1;0.5
45232;Olivet;21;-49.5;50;0;19.6;30.4;23.4;121.1
45233;Ondreville-sur-Essonne;3;42.3;2.9;0;7.3;89.8;6.6;2.1
45234;Orléans;20;93.9;87.8;0;1.1;7.5;27.5;31
45235;Ormes;9;-15.6;21.6;0;11.2;67.2;18.1;47.6
45237;Orville;3;0.2;11.5;0;3.6;84.9;7.2;0
45238;Ousson-sur-Loire;6;0;13.1;0;25;56.7;5.3;3.6
45239;Oussoy-en-Gâtinais;9;51.2;0;0;10.1;89.9;23.2;4.5
45240;Outarville;3;13.3;3;0;0;97;46.6;5.4
45241;Ouvrouer-les-Champs;8;-33.7;2.7;0;3;86.3;10.5;4.6
45242;Ouzouer-des-Champs;3;20.3;0;0;14.8;85.2;11.3;1
45243;Ouzouer-sous-Bellegarde;7;-18.6;0.5;0;3.2;93.9;11.6;5.8
45244;Ouzouer-sur-Loire;5;37.6;7.4;0;55.6;31.7;34.3;16.3
45245;Ouzouer-sur-Trézée;9;10.4;1.6;0.4;31.5;63.7;61.6;29.3
45246;Pannecières;2;-24.3;0;0;0;100;7;0.4
45247;Pannes;10;19.9;12.6;0;8.7;78.7;20.8;67.5
45248;Patay;9;-12.6;10.3;0;0;89.7;13.8;16.9
45249;Paucourt;6;N/A - résultat non disponible;5.2;0;88.9;5.8;20.2;9.2
45250;Pers-en-Gâtinais;4;-51.4;0;0;14.6;85.4;10.7;1.1
45251;Pierrefitte-ès-Bois;8;-39;0;0;11.3;88.7;27.2;6.1
45252;Pithiviers;5;115.4;62.9;0;0;37.1;6.9;10.7
45253;Pithiviers-le-Vieil;4;-8.2;7.9;0;7.7;83.1;33.7;9.1
45254;Poilly-lez-Gien;10;-24.1;7;0;6.4;85;33.3;21.6
45255;Préfontaines;2;-3.4;7.1;0;2.7;90.2;11.8;3.2
45256;Presnoy;5;41.5;0;0;13.3;86.7;7.7;3.2
45257;Pressigny-les-Pins;4;-7.5;6.6;0;22.1;71.4;11.9;9.8
45258;Puiseaux;13;39;11.7;0;0.1;88.3;20.3;13.6
45259;Quiers-sur-Bezonde;10;-42.2;7.4;0;13.3;79.2;16.6;9.4
45260;Ramoulu;3;-0.9;2.1;0;0;97.9;12;1.1
45261;Rebréchien;13;5.3;4.6;0;57.6;37.8;19.2;35.4
45262;Rouvray-Sainte-Croix;3;1.4;0;0;0;100;9.5;0.3
45263;Rouvres-Saint-Jean;2;64.5;2.5;0;0;97.5;10.1;0.7
45264;Rozières-en-Beauce;5;-67.9;0;0;24.9;75.1;9.2;2.6
45265;Rozoy-le-Vieil;7;-12.5;8.2;0;37.1;54.7;8.1;2
45266;Ruan;6;22.3;0;0;0;97.2;16.3;1
45268;Saint-Aignan-le-Jaillard;4;-6.3;2.4;0;21.9;74;24.3;7.6
45269;Saint-Ay;7;-3.2;22.2;0;0.7;74.2;10.1;37.7
45270;Saint-Benoît-sur-Loire;3;-21.8;10.9;0;2;76;18.3;19.5
45271;Saint-Brisson-sur-Loire;7;-11.7;2.4;0;38.2;56.9;21.9;8.9
45272;Saint-Cyr-en-Val;11;-6.2;8.9;0;32.1;59;44.2;169.6
45273;Saint-Denis-de-l'Hôtel;6;27.6;11.4;0;38.3;47.3;25.4;77.5
45274;Saint-Denis-en-Val;10;-44.2;26.9;0;1.9;64.7;17.1;36.8
45275;Saint-Firmin-des-Bois;6;-11.2;3.3;0;10.2;86.5;19;2.6
45276;Saint-Firmin-sur-Loire;4;-30.1;0;0;28.2;69.5;24.8;5.4
45277;Saint-Florent;3;-6.9;1.1;0;31;67.9;37.8;2.5
45278;Sainte-Geneviève-des-Bois;7;-1.2;3.3;0;25.6;71.1;40.7;6
45279;Saint-Germain-des-Prés;11;-10.7;6.7;0;16.6;76.7;26.2;15.5
45280;Saint-Gondon;8;14.2;5;0;29.5;61.3;22.4;12.3
45281;Saint-Hilaire-les-Andrésis;9;-4.1;7.2;0;14;78.8;25.7;16.7
45282;Saint-Hilaire-Saint-Mesmin;5;-15.2;15.4;0;37.1;47.5;14.1;35.5
45283;Saint-Hilaire-sur-Puiseaux;4;10.7;0;0;7.2;92.8;11.3;1.8
45284;Saint-Jean-de-Braye;16;1.1;57.4;0;11.9;27.5;13.7;25.3
45285;Saint-Jean-de-la-Ruelle;13;N/A - résultat non disponible;89.4;0;0.4;8.1;6.1;28.2
45286;Saint-Jean-le-Blanc;10;-27;65.4;0;0;24.4;7.7;49.9
45288;Saint-Loup-des-Vignes;8;-29.3;0;0;5.8;94.2;8.9;1.8
45289;Saint-Lyé-la-Forêt;8;-2.5;3.1;0;40.4;56.5;27.2;22.9
45290;Saint-Martin-d'Abbat;5;-11.2;3;0;52.8;44.2;39;28.6
45291;Saint-Martin-sur-Ocre;7;22.1;9.3;0;6.7;81.7;15.8;9.3
45292;Saint-Maurice-sur-Aveyron;12;-35.1;0.9;0;12.5;86.6;53.8;5.8
45293;Saint-Maurice-sur-Fessard;12;-66.4;2.7;0;12.4;84.9;15.4;12.1
45294;Saint-Michel;7;-26.2;0.3;0;0;99.7;5.1;0.1
45296;Saint-Péravy-la-Colombe;5;-8.4;1.7;0;0;98.3;19;4.2
45297;Saint-Père-sur-Loire;3;-24.7;9.2;0;15.8;65.3;10.7;5.9
45298;Saint-Pryvé-Saint-Mesmin;9;180.2;35.8;0;6.9;44;8.9;16.8
45299;Saint-Sigismond;6;0.4;0;0;0;100;14.9;0.6
45300;Sandillon;8;9.2;8.4;0;16.1;73;41.3;23
45301;Santeau;4;7.1;4.2;0;2;93.8;8.7;11
45302;Saran;12;-63.1;57.6;0;21.2;21.2;19.6;134.5
45303;Sceaux-du-Gâtinais;3;0.6;1;0;5.5;93.5;31.7;2.1
45305;Seichebrières;3;7.2;0;0;86;13.9;14.8;9.1
45306;La Selle-en-Hermoy;10;-14.9;2.9;0;27.5;69.6;19.6;5
45307;La Selle-sur-le-Bied;7;-2.5;3.1;0;8.9;88;30.1;11.4
45308;Semoy;12;-56.7;32.2;0;43.1;24.6;7.8;17.9
45309;Sennely;7;-21.6;1.1;0;73.3;24.4;49.3;5.4
45310;Sermaises;2;26;6.4;0;0;93.6;21.2;11.3
45311;Sigloy;8;36.1;4;0;14.9;71.6;9.5;3
45312;Solterre;3;6.8;7.1;0;10;82.9;9.8;1.6
45313;Sougy;5;-1.5;2.3;0;0;97.7;28.2;8.3
45314;Sully-la-Chapelle;6;47.7;1;0;69.8;29.2;26.2;22.4
45315;Sully-sur-Loire;6;-2.6;7.9;0;25.3;60.6;43.6;37
45316;Sury-aux-Bois;5;-14.6;2;0;55.5;42.5;38;79.9
45317;Tavers;8;4.4;7.8;0;0;90;22.6;36.4
45320;Thignonville;2;-20.7;3.2;0;0;96.8;9.2;1.7
45321;Thimory;8;-6.8;4.1;0;23;72.9;12.4;10.6
45322;Thorailles;9;0.8;0;0;13.4;86.6;3.5;1.5
45323;Thou;7;-17;1.8;0;12.7;85.5;15.2;0.8
45324;Tigy;3;-19.8;3.4;0;56.1;40.5;47.3;18.8
45325;Tivernon;6;-24.1;2.1;0;0;97.9;12.6;0.6
45326;Tournoisis;2;-0.3;1.7;0;0;98.3;14.9;1.3
45327;Traînou;9;-6.5;7.7;0;35.8;56.4;33.7;43
45328;Treilles-en-Gâtinais;2;-3.6;5.8;0;0.3;93.9;14;6.6
45329;Triguères;10;5.8;1.8;0;6.8;91.4;35.8;5
45330;Trinay;4;-4.7;0;0;0;100;17.2;0.1
45331;Vannes-sur-Cosson;3;0;1.7;0;76.1;22.2;35.6;9.5
45332;Varennes-Changy;11;20;6.3;0;13.6;80.1;29.8;20.3
45333;Vennecy;8;17.9;7.7;0;10.6;81.7;10.7;52.5
45334;Vieilles-Maisons-sur-Joudry;4;28.6;2.3;0;47.2;47.3;16.5;8.7
45335;Vienne-en-Val;11;-15.2;3.5;0;42.3;54.3;35.9;10.7
45336;Viglain;5;21.4;3.7;0;44.3;51.9;40;14.2
45337;Villamblain;3;-17.1;0;0;0;100;26;1.5
45338;Villemandeur;10;-42.6;56.3;0;10.6;33.1;11.6;42.5
45339;Villemoutiers;9;16.8;0.1;0;1.9;98;16.2;1.6
45340;Villemurlin;5;-21.3;0.8;0;33.9;63.9;49;8.8
45341;Villeneuve-sur-Conie;3;15;2.9;2.2;1.6;93.2;18;3.2
45342;Villereau;3;-1.1;3.4;0;3.8;92.8;9.1;11.8
45343;Villevoques;6;2.2;1.5;0;7;91.5;5.1;1.4
45344;Villorceau;5;-75.1;6.8;0;0;93.2;9.5;4.3
45345;Vimory;6;-13.7;5.5;0;12.2;82.2;26.1;50.6
45346;Vitry-aux-Loges;10;-15.2;3.6;0;55.9;40.5;44.1;125.2
45347;Vrigny;4;-0.5;4.3;0;49.3;46.4;16.1;30.5
45348;Yèvre-la-Ville;3;-9.8;2.1;0;7.9;90;26.8;1.4
46001;Albas;8;-17.9;0;0;68.2;28.5;21.8;2.8
46002;Albiac;5;-1.1;0;0;21.2;78.8;3.8;2
46003;Alvignac;8;6.7;5.4;0;42.3;52.3;13.1;7.3
46004;Anglars;7;5.4;0;0;40.8;59.2;10;2.6
46005;Anglars-Juillac;7;-20.4;6.9;0;17.3;69.1;5.5;2.5
46006;Anglars-Nozac;6;10.1;0;0;33.3;66.7;9.8;2.6
46007;Arcambal;10;25.3;2.6;0;73.2;19.7;23.1;9.2
46008;Les Arques;7;-25.7;0;0;58.9;41.1;15.1;1.7
46009;Assier;7;16.6;5.8;0;50.1;44.1;16.5;4
46010;Aujols;5;-39.3;4.2;0;78.3;17.5;16.4;5.4
46011;Autoire;6;12.1;3.8;0;41.6;54.6;7.2;1.5
46012;Aynac;9;-36.5;1.2;0;35.3;63.6;21.6;3.8
46013;Bach;4;-18.6;0;0;69.8;30.2;21;0.6
46015;Bagnac-sur-Célé;8;1.6;6.2;0;18.9;74.9;22.3;10
46016;Baladou;9;4.5;0;0;38.8;61.2;15.7;2.4
46017;Bannes;4;-5.8;0;0;54.8;45.2;10.1;1
46018;Le Bastit;4;-20;0;0;53.7;46.3;28.2;4.7
46020;Beauregard;6;-2.3;0;0;39.4;60.6;15.3;1.4
46021;Béduer;10;-19.6;3.2;0;44.8;52;24.8;8.8
46022;Bélaye;7;-26.4;0;0;69.7;29.1;18.7;5.4
46023;Belfort-du-Quercy;11;0.5;0;0;6.1;93.8;36.2;2.6
46024;Belmont-Bretenoux;9;-1.3;0;0;15.8;84.1;6.7;3
46026;Belmont-Sainte-Foi;4;-9.3;0;0;42.3;57.7;9;3.9
46027;Berganty;4;157.3;0;0;63.3;36.7;7;0.9
46028;Bétaille;12;-12.1;8.6;0;12.2;78.5;14;14
46029;Biars-sur-Cère;7;-80.9;64.1;0;13.3;22.6;3.6;10.4
46030;Bio;7;-4.2;2.4;0;5.1;92.6;10.8;1.3
46031;Blars;4;24.7;0;0;63;37;25.7;2.9
46032;Boissières;9;-39.1;0;0;65.2;34.8;13;3
46033;Porte-du-Quercy;7;-0.3;0;0;26.6;73.4;49;3.6
46034;Le Bourg;6;22.4;0;0;23.1;76.9;13.2;1
46035;Boussac;9;27.5;0;0;33.3;66.7;7.8;0.8
46036;Le Bouyssou;4;12.8;0;0;44.3;55.7;5.6;0.1
46037;Bouziès;8;4.9;0;0;75.8;19.3;8.2;0.9
46038;Bretenoux;11;-30.6;23.2;0;5.4;71.4;5.7;8.2
46039;Brengues;7;28.3;0;0;71.7;28.3;20.6;2.6
46040;Cabrerets;6;-2.8;0;0;73;27;43.4;1.7
46041;Cadrieu;6;20.3;0;0;80.2;14.5;5.2;1.8
46042;Cahors;24;-5.9;17.2;0;71.5;8.9;64.7;69.6
46043;Cahus;5;-20.4;0;0;64.6;35.4;10;1
46044;Caillac;7;1.5;3.6;0;29.3;61.7;7.4;1.4
46045;Cajarc;9;-5.7;2.5;0;67.6;26.1;25.1;9.5
46046;Calamane;10;-32.4;0;0;62.5;37.5;7.6;4.5
46047;Calès;7;3;1.3;0;66.1;32.6;34.2;1
46049;Calvignac;8;76.2;0;0;68.6;27.5;17.9;1.2
46050;Cambayrac;4;-1.3;0;0;59;41;7.4;1.6
46051;Cambes;12;0;0;0;29.1;70.9;6.6;20.5
46052;Camboulit;20;-9;0;0;0;100;5.2;0.5
46053;Camburat;14;-39.5;0.7;0;10.7;88.6;8;2.5
46054;Caniac-du-Causse;5;-1.6;0;0;51.4;48.6;35;2.3
46055;Capdenac;12;-13.2;5.9;0;18;67;10.9;7.1
46056;Carayac;5;-23;0;0;66.9;33.1;6.9;0.9
46057;Cardaillac;8;-7.2;2;0;55.9;42;18.1;1.8
46058;Carennac;14;-18.9;0;0;45.4;50.4;19;1.9
46059;Carlucet;6;-18.8;0.4;0;81.5;18.1;33.7;6.2
46060;Carnac-Rouffiac;6;-4.7;0;0;43.9;56.1;13.6;2.8
46061;Cassagnes;12;-21.3;0;0;62.6;37.4;11.6;1.6
46062;Castelfranc;8;66.7;5.9;0;72.2;16.1;5.7;2.7
46063;Castelnau-Montratier;21;-2;1.2;0;21.3;77.5;84.8;12
46064;Catus;7;-6.1;6.7;0;52.6;40.7;21.3;4.5
46065;Cavagnac;13;19.5;0.4;0;2.5;97.1;10.3;5.5
46066;Cazals;11;-4.5;6.4;0;47.7;45.8;10.6;3.4
46068;Cénevières;5;-7.2;0;0;76.7;20.9;15.7;2.4
46069;Cézac;8;-17.9;0;0;72.2;27.8;17.3;3.2
46070;Cieurac;4;10.3;4;0;55.2;40.8;18.7;11.6
46072;Concorès;10;-34.3;1.7;0;57.1;41.2;19;1
46073;Concots;5;73.9;1;0;70.6;28.5;26;4.8
46074;Condat;15;-26.5;0.5;0;4.9;94.6;6.1;0.7
46075;Corn;7;-28.4;0;0;59.3;40.7;15.3;1.1
46076;Cornac;7;2.7;0;0;57.1;42.9;13.8;1.4
46078;Couzou;5;-5.5;1.2;0;75.5;23.4;21.7;0.6
46079;Cras;6;3.8;0;0;61.8;38.2;10.2;0.2
46080;Crayssac;6;-60;19.3;0;52.3;27.5;14.9;15
46081;Crégols;5;92.1;0;0;77.2;22.6;18.4;0.6
46082;Cremps;4;92.4;0;0;65.9;34.1;19.7;2.9
46083;Cressensac-Sarrazac;10;9.2;4.5;0;32.7;62.8;41.4;9.6
46084;Creysse;11;-8.4;4.3;0;34.1;57.3;9.5;7.1
46085;Cuzac;5;-93.2;0;0;62.6;33.6;5;0.3
46086;Cuzance;7;9.7;1.3;0;42;56.8;29.7;7.6
46087;Dégagnac;12;-5.1;0;0;54;46;37.9;3.5
46088;Douelle;9;-50;11.5;0;57.3;23.4;8.8;4.2
46089;Duravel;11;-12;10.7;0;44;41.6;15;4.9
46090;Durbans;4;94.9;0.9;0;71.9;27.1;27.8;1.8
46091;Escamps;4;51.1;0;0;56.7;43.3;12.1;4
46092;Esclauzels;4;18.9;0;0;80;19.7;17.7;1.4
46093;Espagnac-Sainte-Eulalie;6;N/A - résultat non disponible;0;0;82.2;17.8;9.8;0.2
46094;Espédaillac;4;9.3;1;0;74.1;24.9;34.9;1.2
46095;Espère;6;-80.8;20.6;0;58.2;21.3;6.3;9.9
46096;Espeyroux;5;2.6;0;0;28.4;71.6;7.6;0.8
46097;Estal;6;-18;0;0;52.8;47.2;6;0.7
46098;Fajoles;7;15.5;3.1;0;41.1;55.8;9;6.1
46100;Faycelles;14;4.1;0;0;16.1;81.6;14.1;5.9
46101;Felzins;8;4;0;0;17.1;82.9;15;3.6
46102;Figeac;25;-9.7;13.5;0;26.6;59.9;35.2;100.4
46103;Saint-Paul-Flaugnac;20;-1.1;0.7;0;27.2;72.1;51.1;5.7
46104;Flaujac-Gare;5;38.6;0;0;53.8;46.2;8.1;0.1
46105;Flaujac-Poujols;4;91.7;5.5;0;56.1;38.4;12.6;8.5
46106;Floirac;10;42.1;1.7;0;60.5;33.7;19;1.7
46107;Floressas;6;150.4;0;0;43.1;56.9;13.8;2.5
46108;Fons;7;-34;0;0;13.4;86.6;14.9;2.2
46109;Fontanes;5;-15.5;6.2;0;3.4;90.4;16.4;17.5
46111;Fourmagnac;13;70.5;0;0;20.9;79.1;3.8;0.6
46112;Francoulès;6;-33.1;3.2;0;58.2;38.6;13.6;1.3
