#-----------------------------------------------------------------------------
# Date d'extraction : 11/02/2025 - 14h24 loc.
#-----------------------------------------------------------------------------
# Producteur : MF_DCSC
# Experience : TRACC2023_DISTRIBUTION
# Modele     : Q50
# Scenario :
#     REF : référence
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTXm_seas_JJA : Température maximale en été (°C)
#     NORTX30D_yr : Nombre de jours avec Tx >= 30°C (jour(s))
#     NORRx1d_yr : Intensité des précipitations extrêmes (max annuel des  précipitations totales) (mm)
#     NORIFM40_yr : Indicateur feux météo nombre de jours supérieurs à 40 (jour(s))
#     NORSWI04_yr : Nombre de jours avec SWI < 0.4 (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;NORTXm_seas_JJA;NORTX30D_yr;NORRx1d_yr;NORIFM40_yr;NORSWI04_yr;
#-----------------------------------------------------------------------------
5065;44.0718;1.5883;REF;25.94;20.8;37.55;3;120;
5066;44.0724;1.6881;REF;25.61;21.6;43;2;87;
5067;44.073;1.7878;REF;24.69;15.2;41.8;2;89;
5068;44.0734;1.8876;REF;25.38;19.3;40.8;3;93;
5069;44.0738;1.9874;REF;25.39;19.2;39.9;3;104;
5070;44.0741;2.0871;REF;25.26;18.4;40.12;3;112;
5071;44.0743;2.1869;REF;25.02;17.2;42.05;3;97;
5072;44.0744;2.2867;REF;23.68;10.7;43.46;2;112;
5073;44.0744;2.3865;REF;23.41;9.7;44.32;2;112;
5074;44.0743;2.4862;REF;23.92;11.4;43.27;3;123;
5075;44.0741;2.586;REF;22.99;8.3;44.42;3;119;
5076;44.0738;2.6858;REF;22.95;7.9;47.71;7;121;
5077;44.0734;2.7855;REF;24.1;12.5;48.08;7;111;
5078;44.073;2.8853;REF;24.29;13.1;47.81;7;114;
5079;44.0724;2.985;REF;24.1;11.7;53.5;6;93;
5080;44.0718;3.0848;REF;22.96;7.4;53.85;6;82;
5081;44.0711;3.1846;REF;22.5;4.9;82.35;7;67;
5082;44.0702;3.2843;REF;22.91;6;82.44;7;74;
5083;44.0693;3.3841;REF;22.63;5.3;88.43;3;68;
5084;44.0683;3.4838;REF;19.03;0.6;97.22;2;55;
5085;44.0672;3.5836;REF;21.02;2.2;98.22;3;61;
5086;44.0661;3.6833;REF;24.76;12.3;122.96;3;76;
5087;44.0648;3.783;REF;23.99;8.4;124.67;4;70;
5088;44.0634;3.8828;REF;26.56;23.4;111.41;10;83;
5089;44.0619;3.9825;REF;27.59;31.4;106.44;13;80;
5090;44.0604;4.0822;REF;28.16;35.7;90.64;19;90;
5091;44.0588;4.1819;REF;28.11;35;87.49;19;78;
5092;44.057;4.2817;REF;27.73;31.8;89.96;18;104;
5093;44.0552;4.3814;REF;27.87;32.7;90.97;18;108;
5094;44.0533;4.4811;REF;27.61;31.4;74.73;22;117;
5095;44.0513;4.5807;REF;27.31;26;71.87;25;145;
5096;44.0492;4.6804;REF;27.77;31.6;65.22;28;104;
5097;44.047;4.7801;REF;28.52;39.8;61.4;38;122;
5098;44.0447;4.8798;REF;28.52;39.7;61.09;30;133;
5099;44.0423;4.9794;REF;29.25;47.8;53.86;24;159;
5100;44.0399;5.0791;REF;28.68;41.7;55.31;21;111;
5101;44.0373;5.1787;REF;27.74;32.8;57.53;16;88;
5102;44.0347;5.2784;REF;25.59;15.1;68.45;10;103;
5103;44.0319;5.378;REF;23.43;4.5;74.2;11;79;
5104;44.0291;5.4776;REF;22.69;2.6;75.72;9;42;
5105;44.0262;5.5772;REF;24.22;6.2;69.43;12;92;
5106;44.0232;5.6768;REF;25.05;9.8;67.75;14;97;
5107;44.0201;5.7764;REF;25.45;11.8;66.82;15;86;
5108;44.0169;5.876;REF;26.36;18.5;61.77;17;91;
5109;44.0136;5.9755;REF;27.36;29;50.47;17;96;
5110;44.0102;6.0751;REF;26.49;21.6;50.98;13;79;
5111;44.0068;6.1746;REF;26.32;20.1;51.76;13;85;
5112;44.0032;6.2741;REF;24.12;7.6;54.57;6;78;
5113;43.9996;6.3736;REF;23.35;5;64.48;3;70;
5114;43.9958;6.4731;REF;21.58;1.6;67.66;2;64;
5115;43.992;6.5726;REF;20.57;0.5;70.52;1;64;
5116;43.9881;6.6721;REF;22.79;3.4;68.82;2;80;
5117;43.9841;6.7716;REF;25.92;18.1;57.42;7;110;
5118;43.98;6.871;REF;23.66;4.5;81.59;2;93;
5119;43.9758;6.9704;REF;23.9;5.1;82.29;2;97;
5120;43.9715;7.0698;REF;22.83;1.8;85.08;2;77;
5121;43.9671;7.1692;REF;25.25;12.5;73.14;1;102;
5122;43.9627;7.2686;REF;22.27;1;93.58;1;84;
5123;43.9581;7.368;REF;21.7;1.2;83.09;1;74;
5124;43.9535;7.4673;REF;20.31;0.1;99.83;0;78;
5125;43.9487;7.5667;REF;23.58;4.7;78.7;1;101;
5126;43.9439;7.666;REF;24.93;10.7;78.67;1;110;
5179;44.0854;-1.307;REF;23.79;8.4;39.83;0;105;
5180;44.0887;-1.2073;REF;23.65;8.1;40.02;0;77;
5181;44.0919;-1.1076;REF;25.31;18.2;46.04;0;54;
5182;44.095;-1.0079;REF;25.07;17.2;45.38;0;51;
5183;44.098;-0.9082;REF;24.98;17.1;46.02;0;60;
5184;44.1009;-0.8085;REF;24.98;17.4;45.45;1;49;
5185;44.1038;-0.7087;REF;24.9;16.9;45.38;0;46;
5186;44.1065;-0.609;REF;25.45;18.6;40.91;1;62;
5187;44.1092;-0.5092;REF;25.4;18.2;40.19;1;73;
5188;44.1117;-0.4094;REF;25.3;17.8;40.32;1;66;
5189;44.1142;-0.3097;REF;25.31;17.9;39.9;1;54;
5190;44.1166;-0.2099;REF;25.24;17.7;40.6;1;54;
5191;44.1188;-0.1101;REF;24.98;16.5;38.51;0;60;
5192;44.121;-0.0103;REF;24.94;16;38.31;0;60;
5193;44.1231;0.0895;REF;25.04;15.3;36.23;1;76;
5194;44.1252;0.1894;REF;25.11;15.8;36.16;1;72;
5195;44.1271;0.2892;REF;25.73;18.9;35.96;1;117;
5196;44.1289;0.389;REF;25.57;17.9;36.17;1;110;
5197;44.1306;0.4888;REF;25.43;17.4;36.53;1;105;
5198;44.1323;0.5887;REF;25.44;17.3;36.65;1;116;
5199;44.1338;0.6885;REF;25.58;17.8;36.17;1;124;
5200;44.1353;0.7884;REF;25.49;16.6;36.18;2;119;
5201;44.1367;0.8882;REF;26.03;21.9;38.9;2;120;
5202;44.138;0.9881;REF;25.9;21.2;39.12;2;118;
5203;44.1391;1.088;REF;25.8;20.7;38.28;2;127;
5204;44.1402;1.1879;REF;25.98;21.7;38.82;2;130;
5205;44.1412;1.2877;REF;25.77;20.5;38.62;2;121;
5206;44.1422;1.3876;REF;25.6;19.6;38.76;2;114;
5207;44.143;1.4875;REF;25.91;20.5;37.29;3;121;
5208;44.1437;1.5874;REF;25.72;19.6;37.69;3;130;
5209;44.1444;1.6873;REF;25.45;20.6;43.17;2;86;
5210;44.1449;1.7872;REF;25.32;20.1;43.4;2;84;
5211;44.1454;1.887;REF;25.76;22.4;42.35;3;97;
5212;44.1457;1.9869;REF;25.44;20.8;42.48;4;111;
5213;44.146;2.0868;REF;24.35;13.6;42.05;2;112;
5214;44.1462;2.1867;REF;24.5;14.1;42.62;2;96;
5215;44.1463;2.2866;REF;24.53;13.8;41.21;4;114;
5216;44.1463;2.3865;REF;24.37;13.3;41.42;4;117;
5217;44.1462;2.4864;REF;23.43;9.6;43.99;3;119;
5218;44.146;2.5863;REF;22.4;6.4;45.36;2;99;
5219;44.1457;2.6862;REF;21.87;4.7;49.28;6;106;
5220;44.1454;2.7861;REF;21.32;3.9;49.88;4;89;
5221;44.1449;2.886;REF;21.19;3.5;50.25;4;84;
5222;44.1444;2.9859;REF;23.22;8.7;47.79;6;90;
5223;44.1437;3.0858;REF;23.43;9.2;52.24;6;84;
5224;44.143;3.1856;REF;22.05;4.9;54.24;5;64;
5225;44.1422;3.2855;REF;21.91;3.8;83.42;7;62;
5226;44.1413;3.3854;REF;21.63;3.2;86.59;3;54;
5227;44.1403;3.4853;REF;19.93;1.7;57.05;1;66;
5228;44.1392;3.5852;REF;18.99;0.7;60.71;1;67;
5229;44.138;3.685;REF;23.84;7.8;124.57;3;71;
5230;44.1367;3.7849;REF;25.82;20.9;120.2;4;78;
5231;44.1353;3.8847;REF;26.46;24.3;112.72;6;82;
5232;44.1339;3.9846;REF;26.75;24.9;110.61;11;87;
5233;44.1323;4.0844;REF;27.81;32.4;93.24;18;112;
5234;44.1307;4.1843;REF;27.8;32.4;90.8;18;108;
5235;44.1289;4.2841;REF;26.73;25.2;77.85;18;112;
5236;44.1271;4.384;REF;26.9;26.1;77.44;18;104;
5237;44.1252;4.4838;REF;27.33;29.3;75.72;20;117;
5238;44.1232;4.5836;REF;27.91;33.9;73.68;24;82;
5239;44.1211;4.6834;REF;28.31;37.4;63.02;34;93;
5240;44.1189;4.7832;REF;28.6;41;61.48;39;151;
5241;44.1166;4.883;REF;28.49;39.7;62.02;38;125;
5242;44.1142;4.9828;REF;28.89;43.8;59.09;21;110;
5243;44.1117;5.0826;REF;28.19;37.2;56.81;17;62;
5244;44.1092;5.1823;REF;27.6;30.4;60.38;13;60;
5245;44.1065;5.2821;REF;23.71;5.6;72.76;10;78;
5246;44.1038;5.3818;REF;23.33;4.2;73.92;10;70;
5247;44.101;5.4816;REF;23.31;4;73.61;9;33;
5248;44.098;5.5813;REF;22.26;1.8;73.13;6;58;
5249;44.095;5.681;REF;22.12;1.6;73.41;5;80;
5250;44.0919;5.7807;REF;20.58;0.6;76.31;3;69;
5251;44.0887;5.8804;REF;23.05;2.9;69.12;10;88;
5252;44.0854;5.9801;REF;26.55;20.3;50.51;18;105;
5253;44.0821;6.0798;REF;25.99;17.2;51.12;11;108;
5254;44.0786;6.1795;REF;26.31;19.8;51.39;11;81;
5255;44.075;6.2791;REF;24.49;9.2;54.68;7;92;
5256;44.0714;6.3788;REF;21.46;0.9;61.3;2;71;
5257;44.0676;6.4784;REF;21.42;1;64.02;1;72;
5258;44.0638;6.578;REF;20.4;0.3;63.42;0;62;
5259;44.0599;6.6776;REF;17.62;0;68.39;0;46;
5260;44.0559;6.7772;REF;18.32;0;79.18;0;66;
5261;44.0518;6.8767;REF;20.62;0.5;73.74;0;81;
5262;44.0476;6.9763;REF;18.43;0;82.84;0;60;
5263;44.0433;7.0758;REF;20.14;0.1;93.31;2;70;
5264;44.0389;7.1754;REF;21.31;0.8;76.69;0;72;
5265;44.0344;7.2749;REF;20.97;0.7;81.35;0;74;
5266;44.0299;7.3744;REF;18.09;0;90.7;0;47;
5267;44.0252;7.4739;REF;17.37;0;89.95;0;53;
5268;44.0205;7.5733;REF;20.82;0.3;92.08;0;84;
5269;44.0156;7.6728;REF;19.62;0.2;82.82;0;58;
5322;44.1573;-1.3116;REF;23.79;8.4;39.19;0;100;
5323;44.1606;-1.2118;REF;23.58;7.9;39.48;1;65;
5324;44.1638;-1.112;REF;25.32;18.2;45.96;0;48;
5325;44.1669;-1.0122;REF;25.14;17.6;45.52;0;47;
5326;44.1699;-0.9123;REF;24.98;17;45.51;0;46;
5327;44.1728;-0.8125;REF;25.03;17.3;44.97;1;50;
5328;44.1756;-0.7126;REF;24.96;17.1;45.32;1;42;
5329;44.1784;-0.6127;REF;25.33;18.2;39.89;1;52;
5330;44.181;-0.5128;REF;25.24;17.6;39.77;1;58;
5331;44.1836;-0.4129;REF;25.21;17.5;39.8;1;69;
5332;44.1861;-0.313;REF;25.11;17.1;40.68;1;65;
5333;44.1885;-0.2131;REF;25.01;16.8;40.61;1;49;
5334;44.1907;-0.1132;REF;25.04;15.3;36.83;1;74;
5335;44.1929;-0.0133;REF;25.1;15.6;37.79;1;64;
5336;44.195;0.0867;REF;25.13;15.8;36.54;1;64;
5337;44.1971;0.1866;REF;25.13;15.8;36.54;1;75;
5338;44.199;0.2866;REF;25.63;18.2;36.73;1;116;
5339;44.2008;0.3865;REF;25.4;16.9;35.85;1;118;
5340;44.2025;0.4865;REF;25.51;17.3;36.56;1;122;
5341;44.2042;0.5865;REF;25.62;18.2;36.12;1;111;
5342;44.2058;0.6864;REF;25.29;15.5;35.62;2;109;
5343;44.2072;0.7864;REF;25.18;15;35.76;2;107;
5344;44.2086;0.8864;REF;24.91;13.3;36.35;2;99;
5345;44.2099;0.9864;REF;25.7;20;38.56;2;119;
5346;44.2111;1.0864;REF;25.78;20.3;38.57;2;120;
5347;44.2122;1.1864;REF;25.6;19.6;39.02;2;117;
5348;44.2132;1.2864;REF;25.56;19.5;38.87;2;114;
5349;44.2141;1.3864;REF;25.62;19.7;38.73;2;109;
5350;44.2149;1.4864;REF;25.38;18.7;39.16;2;104;
5351;44.2156;1.5864;REF;25.53;19.5;40.74;2;113;
5352;44.2163;1.6864;REF;25.36;20.2;41.9;2;84;
5353;44.2168;1.7865;REF;25.19;19.5;42.83;3;98;
5354;44.2173;1.8865;REF;24.88;17.6;43.49;2;93;
5355;44.2177;1.9865;REF;24.66;15.8;43.5;3;108;
5356;44.2179;2.0865;REF;24.28;14.1;43.95;2;106;
5357;44.2181;2.1865;REF;24.19;12.5;40.48;3;124;
5358;44.2182;2.2866;REF;24.32;13.1;41.32;4;130;
5359;44.2182;2.3866;REF;23.46;9.6;42.51;3;121;
5360;44.2181;2.4866;REF;23.41;9.6;43.31;3;119;
5361;44.2179;2.5866;REF;22.44;6.5;44.32;3;102;
5362;44.2177;2.6866;REF;22.22;5.5;48.68;6;107;
5363;44.2173;2.7867;REF;21.73;4.6;49.67;5;86;
5364;44.2168;2.8867;REF;20.99;3.2;51.43;4;86;
5365;44.2163;2.9867;REF;22.1;5.2;49.77;5;86;
5366;44.2157;3.0867;REF;23.54;9.8;47.14;7;95;
5367;44.2149;3.1867;REF;22.62;6.3;53.54;6;78;
5368;44.2141;3.2867;REF;22.6;7;53.05;3;53;
5369;44.2132;3.3867;REF;21.6;4.4;54.94;2;55;
5370;44.2122;3.4867;REF;20.6;2.7;56.1;2;57;
5371;44.2111;3.5867;REF;21.78;4.9;57.19;2;78;
5372;44.2099;3.6867;REF;23.8;9.5;130.41;2;68;
5373;44.2086;3.7867;REF;25.21;17;124.99;3;76;
5374;44.2072;3.8867;REF;25.09;16.4;126.25;3;75;
5375;44.2058;3.9867;REF;26.24;21.2;114.59;9;81;
5376;44.2042;4.0867;REF;27.09;27.9;110.84;12;84;
5377;44.2026;4.1866;REF;27.76;31.8;91.5;18;113;
5378;44.2008;4.2866;REF;27.13;27.9;76.77;20;112;
5379;44.199;4.3866;REF;26.91;26.3;77.1;18;109;
5380;44.1971;4.4865;REF;27.89;33.8;73.4;24;127;
5381;44.1951;4.5865;REF;27.97;34.4;73.13;24;93;
5382;44.193;4.6864;REF;28.21;36.1;63.49;33;125;
5383;44.1908;4.7863;REF;28.3;37.7;62.67;35;132;
5384;44.1885;4.8862;REF;28.22;37.1;62.73;34;79;
5385;44.1861;4.9862;REF;28.23;37.6;60.88;18;77;
5386;44.1836;5.0861;REF;26.83;24.6;60.34;12;101;
5387;44.1811;5.186;REF;25.1;11.8;66.31;10;86;
5388;44.1784;5.2858;REF;21.39;1.3;76.18;4;56;
5389;44.1757;5.3857;REF;23.64;6.8;67.48;4;66;
5390;44.1728;5.4856;REF;21.93;2.3;71.16;2;56;
5391;44.1699;5.5854;REF;21.58;1.1;74.35;4;79;
5392;44.1669;5.6853;REF;22.08;1.6;72.72;6;82;
5393;44.1638;5.7851;REF;23.52;4.2;70.42;10;91;
5394;44.1606;5.885;REF;24.92;9.1;64.07;13;89;
5395;44.1573;5.9848;REF;26.3;17.9;50.49;16;97;
5396;44.1539;6.0846;REF;24.78;10.5;56.37;7;90;
5397;44.1504;6.1844;REF;24.02;7.3;55.64;5;91;
5398;44.1469;6.2841;REF;25.97;18.5;55.2;7;85;
5399;44.1432;6.3839;REF;22.56;2.9;61.43;2;72;
5400;44.1395;6.4836;REF;18.65;0;66.17;0;45;
5401;44.1356;6.5834;REF;18.88;0;66.52;0;50;
5402;44.1317;6.6831;REF;13.94;0;76.54;0;24;
5403;44.1277;6.7828;REF;19.36;0.1;80.44;0;66;
5404;44.1236;6.8825;REF;19.38;0.1;80.42;0;61;
5405;44.1194;6.9822;REF;15.93;0;86.1;0;30;
5406;44.1151;7.0819;REF;20.07;0.2;78.76;0;64;
5407;44.1107;7.1815;REF;14.54;0;93.74;0;26;
5408;44.1062;7.2811;REF;15.53;0;92.07;0;35;
5409;44.1017;7.3808;REF;11.52;0;98.29;0;20;
5410;44.097;7.4804;REF;13.34;0;91.54;0;29;
5411;44.0922;7.58;REF;20.72;0.5;74.31;0;64;
5412;44.0874;7.6795;REF;18.49;0;81.46;0;48;
5465;44.2291;-1.3163;REF;23.94;8.8;38.98;1;109;
5466;44.2324;-1.2163;REF;23.76;8.3;39.5;1;86;
5467;44.2356;-1.1164;REF;25.5;19.1;45.28;0;54;
5468;44.2387;-1.0164;REF;25.25;18;44.52;0;46;
5469;44.2418;-0.9164;REF;25.1;17.4;44.76;0;54;
5470;44.2447;-0.8165;REF;25.13;17.5;44.82;0;54;
5471;44.2475;-0.7165;REF;25.03;17.3;44.91;1;47;
5472;44.2503;-0.6165;REF;24.88;16.8;45.4;1;42;
5473;44.2529;-0.5165;REF;25.45;18.6;39.4;1;56;
5474;44.2555;-0.4164;REF;25.32;18;40.71;1;80;
5475;44.258;-0.3164;REF;25.22;17.6;40.53;1;74;
5476;44.2603;-0.2164;REF;25.25;17.6;39.41;1;53;
5477;44.2626;-0.1163;REF;25.04;15;39.26;1;68;
5478;44.2648;-0.0163;REF;25.18;16;36.55;1;66;
5479;44.2669;0.0838;REF;25.48;17.9;35.36;1;78;
5480;44.269;0.1839;REF;25.19;16;35.66;1;91;
5481;44.2709;0.284;REF;25.58;17.8;36.33;1;121;
5482;44.2727;0.384;REF;25.44;16.3;35.06;2;121;
5483;44.2745;0.4841;REF;25.07;14.1;35.55;1;103;
5484;44.2761;0.5842;REF;24.94;13.4;35.71;2;101;
5485;44.2777;0.6843;REF;24.78;12.7;36.17;2;109;
5486;44.2791;0.7844;REF;24.69;12.4;36.3;2;109;
5487;44.2805;0.8846;REF;24.74;12.6;37.11;2;98;
5488;44.2818;0.9847;REF;25.27;18.3;39.58;2;99;
5489;44.283;1.0848;REF;25.24;18.2;39.63;2;104;
5490;44.2841;1.1849;REF;25.51;19.3;40.33;2;111;
5491;44.2851;1.2851;REF;25.77;22.2;38.3;3;101;
5492;44.286;1.3852;REF;25.62;21.5;38.92;3;97;
5493;44.2868;1.4853;REF;25.57;21.1;38.44;3;101;
5494;44.2876;1.5855;REF;25.35;19.9;38.88;3;99;
5495;44.2882;1.6856;REF;25.2;19.5;41.73;2;85;
5496;44.2888;1.7857;REF;24.69;16.7;43.1;2;87;
5497;44.2892;1.8859;REF;24.56;15.1;43.7;3;96;
5498;44.2896;1.986;REF;24.79;16.5;43.97;3;94;
5499;44.2899;2.0862;REF;23.45;10.6;45.61;2;96;
5500;44.2901;2.1863;REF;23.1;8.6;43.18;3;116;
5501;44.2901;2.2865;REF;22.84;7.8;42.91;3;116;
5502;44.2901;2.3866;REF;22.54;6.8;43.56;3;110;
5503;44.2901;2.4868;REF;22.21;5.7;44.27;3;91;
5504;44.2899;2.5869;REF;22.7;7.4;44.97;3;102;
5505;44.2896;2.6871;REF;21.91;5.1;45.86;2;97;
5506;44.2892;2.7872;REF;22.04;5.1;49.04;6;110;
5507;44.2888;2.8874;REF;21.47;4.2;49.53;4;101;
5508;44.2882;2.9875;REF;21.43;4.1;49.6;4;88;
5509;44.2876;3.0877;REF;22.17;6.8;52.02;4;66;
5510;44.2869;3.1878;REF;22.75;7.6;52.18;3;61;
5511;44.286;3.2879;REF;22.61;6.6;69.76;3;46;
5512;44.2851;3.3881;REF;21.45;4.2;54.41;2;50;
5513;44.2841;3.4882;REF;20.71;2.9;55.12;2;49;
5514;44.283;3.5883;REF;21.96;5.3;52.91;2;70;
5515;44.2818;3.6885;REF;21.94;4;115.64;2;59;
5516;44.2805;3.7886;REF;21.97;4.2;138.3;2;57;
5517;44.2792;3.8887;REF;24.96;15.7;127.39;3;76;
5518;44.2777;3.9888;REF;25.81;17.5;116.44;8;83;
5519;44.2761;4.0889;REF;26.9;26.1;111.62;11;86;
5520;44.2745;4.189;REF;27.52;30.6;102.4;14;84;
5521;44.2727;4.2891;REF;27.75;32.3;73.68;24;122;
5522;44.2709;4.3892;REF;27.3;29.1;74.25;21;111;
5523;44.269;4.4892;REF;27.29;28.9;74.94;20;112;
5524;44.267;4.5893;REF;28.05;35.1;71.43;24;91;
5525;44.2649;4.6894;REF;28.55;40.3;61.46;39;144;
5526;44.2627;4.7894;REF;27.99;35;63.12;31;96;
5527;44.2604;4.8895;REF;27.74;32.7;62.72;19;79;
5528;44.258;4.9895;REF;27.99;35.2;58.78;16;86;
5529;44.2555;5.0896;REF;27.51;30.8;58.82;14;62;
5530;44.253;5.1896;REF;27.05;27.8;60.21;7;85;
5531;44.2503;5.2896;REF;25.36;15.3;62.38;5;78;
5532;44.2476;5.3896;REF;22.85;4.2;69.95;3;72;
5533;44.2447;5.4896;REF;22.91;4.4;69.86;3;60;
5534;44.2418;5.5896;REF;22.33;3;67.85;3;77;
5535;44.2388;5.6896;REF;24.17;8.6;60.05;4;92;
5536;44.2357;5.7895;REF;23.75;7;60.19;4;88;
5537;44.2325;5.8895;REF;26.7;23;53.22;7;78;
5538;44.2292;5.9894;REF;25.05;12.2;60.41;5;92;
5539;44.2258;6.0893;REF;22.56;2.8;64.99;2;78;
5540;44.2223;6.1892;REF;20.27;0.2;69.69;1;64;
5541;44.2187;6.2892;REF;22.26;2.3;61.24;1;75;
5542;44.2151;6.389;REF;22.79;3.8;61.07;1;70;
5543;44.2113;6.4889;REF;17.75;0;67.6;0;37;
5544;44.2075;6.5888;REF;16.3;0;70.33;0;21;
5545;44.2035;6.6886;REF;14.74;0;71.7;0;21;
5546;44.1995;6.7885;REF;14.4;0;84.73;0;25;
5547;44.1954;6.8883;REF;14.38;0;88.71;0;30;
5548;44.1912;6.9881;REF;16.6;0;84.55;0;37;
5549;44.1869;7.0879;REF;16.6;0;83.09;0;40;
5550;44.1825;7.1877;REF;12.09;0;89.96;0;25;
5551;44.178;7.2874;REF;11.88;0;89.92;0;23;
5552;44.1734;7.3872;REF;15.22;0;83.67;0;48;
5553;44.1688;7.4869;REF;14.91;0;84.05;0;29;
5554;44.164;7.5866;REF;17.21;0;80.96;0;40;
5555;44.1592;7.6863;REF;14.65;0;87.11;0;26;
5609;44.3043;-1.2209;REF;23.67;8.1;38.36;1;92;
5610;44.3075;-1.1208;REF;23.62;8;38.42;1;65;
5611;44.3106;-1.0207;REF;25.33;18.3;44.95;0;52;
5612;44.3136;-0.9206;REF;25.19;17.7;44.45;0;59;
5613;44.3166;-0.8205;REF;25.2;17.8;45.04;0;61;
5614;44.3194;-0.7204;REF;25.22;17.9;44.61;1;53;
5615;44.3222;-0.6202;REF;25.07;17.4;44.94;1;46;
5616;44.3248;-0.5201;REF;25;17.1;45.31;1;52;
5617;44.3274;-0.4199;REF;25.42;18.4;39.35;1;59;
5618;44.3299;-0.3198;REF;25.45;18.6;39.31;1;56;
5619;44.3322;-0.2196;REF;25.5;18.9;38.69;1;60;
5620;44.3345;-0.1194;REF;24.98;14.7;38.48;1;72;
5621;44.3367;-0.0193;REF;25.09;15.6;36.63;1;73;
5622;44.3389;0.0809;REF;25.56;18.4;35.27;1;102;
5623;44.3409;0.1811;REF;25.46;17.6;35.32;1;101;
5624;44.3428;0.2813;REF;25.9;20.1;35.85;1;137;
5625;44.3446;0.3816;REF;25.83;19;37.62;2;119;
5626;44.3464;0.4818;REF;25.65;18.3;37.32;2;114;
5627;44.348;0.582;REF;25.03;13.9;35.74;2;114;
5628;44.3496;0.6822;REF;24.71;12.4;36.25;2;109;
5629;44.3511;0.7825;REF;24.94;13.4;35.91;2;109;
5630;44.3524;0.8827;REF;24.76;12.7;37.35;2;100;
5631;44.3537;0.9829;REF;24.43;11.3;37.9;1;93;
5632;44.3549;1.0832;REF;24.97;16.8;40.88;2;96;
5633;44.356;1.1835;REF;25.57;21.2;41.48;3;98;
5634;44.357;1.2837;REF;25.51;20.9;39.85;3;90;
5635;44.3579;1.384;REF;25.28;19.5;39.66;3;84;
5636;44.3588;1.4842;REF;25.37;20;40.59;3;90;
5637;44.3595;1.5845;REF;25.26;19.4;41.39;3;100;
5638;44.3602;1.6848;REF;25.04;18.6;39.84;3;94;
5639;44.3607;1.785;REF;24.43;15.2;41.1;3;98;
5640;44.3612;1.8853;REF;24.2;14.1;41.85;3;97;
5641;44.3615;1.9856;REF;24.79;16.7;43.85;3;88;
5642;44.3618;2.0859;REF;23.8;12;45.34;2;100;
5643;44.362;2.1861;REF;23.83;10.9;42.25;3;122;
5644;44.3621;2.2864;REF;23.29;9.2;41.46;3;104;
5645;44.3621;2.3867;REF;23.21;9;42.51;3;114;
5646;44.362;2.487;REF;23.28;9.2;42.76;3;110;
5647;44.3618;2.5873;REF;23.32;9.3;43.81;4;89;
5648;44.3615;2.6875;REF;22.55;6.8;44.83;2;97;
5649;44.3612;2.7878;REF;21.63;4.6;46.31;2;90;
5650;44.3607;2.8881;REF;22.07;5.5;45.91;1;96;
5651;44.3602;2.9884;REF;23.3;10.1;50.43;5;90;
5652;44.3595;3.0886;REF;22.27;7;51.85;4;59;
5653;44.3588;3.1889;REF;22.3;6.2;54.08;3;66;
5654;44.358;3.2892;REF;22.39;6.4;53.97;3;65;
5655;44.357;3.3894;REF;22.6;6.6;69.07;3;44;
5656;44.356;3.4897;REF;22.75;7.8;53.71;3;63;
5657;44.3549;3.5899;REF;23.28;9.6;51.4;2;86;
5658;44.3537;3.6902;REF;21.32;2.9;117.54;2;62;
5659;44.3525;3.7904;REF;19;0.5;125.78;2;59;
5660;44.3511;3.8907;REF;20.63;1.8;143.52;2;55;
5661;44.3496;3.9909;REF;25.34;14.9;120.66;6;84;
5662;44.3481;4.0911;REF;25.97;20.3;102.21;7;74;
5663;44.3464;4.1914;REF;27.16;28.6;89.52;12;76;
5664;44.3447;4.2916;REF;26.78;25.8;77.89;13;84;
5665;44.3428;4.3918;REF;26.64;24.8;75.4;13;98;
5666;44.3409;4.492;REF;26.48;23.7;77.76;12;95;
5667;44.3389;4.5922;REF;26.52;23.8;76.02;19;78;
5668;44.3368;4.6924;REF;28.25;37.1;61.51;26;120;
5669;44.3346;4.7926;REF;27.69;32.2;63.14;19;96;
5670;44.3323;4.8927;REF;27.63;31.8;62.85;18;72;
5671;44.3299;4.9929;REF;26.63;24.5;65.55;9;73;
5672;44.3274;5.0931;REF;28.02;36.2;58.48;9;73;
5673;44.3248;5.1932;REF;25.19;14.2;62.9;5;86;
5674;44.3222;5.2934;REF;25.57;17.1;62.8;5;68;
5675;44.3194;5.3935;REF;23.99;8;65.93;4;66;
5676;44.3166;5.4936;REF;22.94;4.5;68.77;3;70;
5677;44.3137;5.5937;REF;22.12;2.6;68.84;2;65;
5678;44.3106;5.6938;REF;24.32;9.4;59.04;4;73;
5679;44.3075;5.7939;REF;25.79;17.4;56.45;6;74;
5680;44.3043;5.894;REF;26.42;21;52.76;10;100;
5681;44.301;5.9941;REF;25.54;14.7;59.33;5;98;
5682;44.2976;6.0941;REF;22.61;2.9;66.71;2;86;
5683;44.2941;6.1942;REF;18.98;0;71.09;0;58;
5684;44.2906;6.2942;REF;20.5;0.3;50.9;1;95;
5685;44.2869;6.3942;REF;20.36;0.2;50.64;1;86;
5686;44.2831;6.4942;REF;13.7;0;72.11;0;19;
5687;44.2793;6.5942;REF;14.78;0;70.82;0;26;
